Machine_ID,Machine_Type,Temperature,Vibration,RPM,Power_Consumption,Operating_Hours,Motor_Current,Bearing_Temperature,Noise_Level,Yarn_Tension,Failure,Timestamp
TM-2086,Air Jet Loom,71.24,0.98,1803.3,42.87,1431,102.94,68.69,72.76,388.37,0,2023-03-28 21:00:00
TM-2087,Air Jet Loom,72.37,1.57,1823.42,40.33,5982,91.55,63.64,69.33,390.04,0,2023-03-28 22:00:00
TM-2088,Weaving Loom,69.61,2.63,1818.0,33.58,4486,108.76,62.62,66.96,403.6,0,2023-03-28 23:00:00
TM-2089,Spinning Frame,103.59,4.84,1664.91,53.2,14517,131.05,86.05,86.8,380.59,1,2023-03-29 00:00:00
TM-2090,Ring Spinning,77.33,1.95,1813.68,40.33,5557,103.81,84.03,71.41,381.58,0,2023-03-29 01:00:00
TM-2091,Weaving Loom,77.35,2.72,1798.02,33.99,5414,100.53,65.93,71.63,385.21,0,2023-03-29 02:00:00
TM-2092,Air Jet Loom,77.57,2.66,1806.37,34.71,6493,101.08,52.27,70.89,391.98,0,2023-03-29 03:00:00
TM-2093,Ring Spinning,69.39,3.29,1748.2,35.98,6155,105.79,62.77,71.84,376.86,0,2023-03-29 04:00:00
TM-2094,Spinning Frame,73.38,3.21,1775.33,37.25,3977,96.98,63.13,71.07,367.38,0,2023-03-29 05:00:00
TM-2095,Ring Spinning,83.09,2.78,1849.48,43.26,1162,105.15,68.65,65.56,377.88,0,2023-03-29 06:00:00
TM-2096,Rotor Spinning,84.13,2.05,1789.54,35.81,6383,99.01,67.09,75.98,374.97,0,2023-03-29 07:00:00
TM-2097,Weaving Loom,70.09,3.71,1827.26,38.57,2495,106.84,62.02,71.96,376.98,0,2023-03-29 08:00:00
TM-2098,Air Jet Loom,83.37,2.39,1830.49,37.98,3569,104.26,60.71,63.77,388.61,0,2023-03-29 09:00:00
TM-2099,Rotor Spinning,71.86,2.6,1830.39,38.11,2446,110.37,55.15,73.2,377.83,0,2023-03-29 10:00:00
TM-2100,Weaving Loom,79.8,1.51,1774.2,41.6,2636,105.9,67.61,70.81,362.59,0,2023-03-29 11:00:00
TM-2101,Air Jet Loom,70.23,1.57,1812.13,45.35,4393,105.37,62.29,68.91,368.82,0,2023-03-29 12:00:00
TM-2102,Ring Spinning,91.63,2.31,1910.2,52.99,10504,125.3,74.9,87.36,397.56,1,2023-03-29 13:00:00
TM-2103,Spinning Frame,82.19,2.76,1772.66,43.48,5422,101.94,66.14,72.54,365.75,0,2023-03-29 14:00:00
TM-2104,Air Jet Loom,81.89,5.19,1708.01,45.62,8114,124.89,96.55,87.93,500.0,1,2023-03-29 15:00:00
TM-2105,Ring Spinning,72.43,3.17,1795.31,34.41,4518,106.43,68.5,74.07,363.76,0,2023-03-29 16:00:00
TM-2106,Spinning Frame,72.08,1.91,1812.24,41.61,3676,104.91,59.65,71.15,406.2,0,2023-03-29 17:00:00
TM-2107,Spinning Frame,99.08,4.98,1712.27,49.32,8177,124.33,90.47,93.19,454.06,1,2023-03-29 18:00:00
TM-2108,Ring Spinning,75.6,2.22,1823.77,42.99,3372,100.36,66.65,71.81,359.84,0,2023-03-29 19:00:00
TM-2109,Spinning Frame,74.27,3.05,1761.51,37.93,4176,104.24,69.22,68.91,381.53,0,2023-03-29 20:00:00
TM-2110,Air Jet Loom,82.09,3.04,1786.47,43.98,1067,95.7,61.19,64.68,394.0,0,2023-03-29 21:00:00
TM-2111,Ring Spinning,79.9,2.46,1823.31,38.77,5852,106.3,72.26,70.29,378.21,0,2023-03-29 22:00:00
TM-2112,Weaving Loom,71.96,2.09,1801.5,32.33,2220,104.01,62.37,74.24,381.17,0,2023-03-29 23:00:00
TM-2113,Weaving Loom,69.95,3.13,1810.49,42.46,2827,104.05,66.02,68.28,374.1,0,2023-03-30 00:00:00
TM-2114,Spinning Frame,80.33,2.84,1772.68,37.3,3384,95.52,64.15,72.69,391.64,0,2023-03-30 01:00:00
TM-2115,Weaving Loom,67.19,2.36,1801.25,39.35,2971,111.48,65.65,71.33,363.14,0,2023-03-30 02:00:00
TM-2116,Weaving Loom,72.21,1.93,1785.34,39.98,3932,109.58,69.47,70.37,357.44,0,2023-03-30 03:00:00
TM-2117,Ring Spinning,75.11,2.86,1801.24,39.37,4436,103.9,65.34,72.14,386.35,0,2023-03-30 04:00:00
TM-2118,Rotor Spinning,75.97,2.89,1784.93,34.68,3013,110.54,64.7,68.73,376.05,0,2023-03-30 05:00:00
TM-2119,Rotor Spinning,75.41,1.53,1804.3,38.38,1820,102.14,60.29,77.37,375.48,0,2023-03-30 06:00:00
TM-2120,Ring Spinning,67.04,1.7,1814.68,33.24,2180,106.07,67.24,68.76,399.85,0,2023-03-30 07:00:00
TM-2121,Spinning Frame,72.22,1.95,1805.87,33.64,4600,100.31,61.54,76.02,386.37,0,2023-03-30 08:00:00
TM-2122,Rotor Spinning,74.5,2.28,1804.98,38.51,3437,103.35,64.48,72.29,370.58,0,2023-03-30 09:00:00
TM-2123,Ring Spinning,63.24,2.03,1836.08,37.07,2757,99.52,64.07,71.96,379.79,0,2023-03-30 10:00:00
TM-2124,Weaving Loom,77.3,3.35,1794.91,42.09,1284,102.33,68.91,76.39,394.66,0,2023-03-30 11:00:00
TM-2125,Ring Spinning,111.25,3.21,1754.77,37.11,11077,129.14,94.17,85.89,375.71,1,2023-03-30 12:00:00
TM-2126,Rotor Spinning,77.26,2.67,1789.64,39.02,1165,95.74,62.27,69.6,398.81,0,2023-03-30 13:00:00
TM-2127,Spinning Frame,102.69,4.67,1718.64,46.38,8177,131.37,100.63,84.25,447.17,1,2023-03-30 14:00:00
TM-2128,Ring Spinning,83.48,2.08,1791.75,34.22,3685,104.36,57.13,76.02,398.95,0,2023-03-30 15:00:00
TM-2129,Air Jet Loom,76.98,3.19,1789.62,40.2,3828,101.18,58.81,66.07,390.56,0,2023-03-30 16:00:00
TM-2130,Air Jet Loom,74.39,1.99,1838.13,31.34,1444,101.07,65.09,69.32,379.02,0,2023-03-30 17:00:00
TM-2131,Spinning Frame,80.3,5.9,1766.25,56.44,12958,139.24,94.69,86.44,404.3,1,2023-03-30 18:00:00
TM-2132,Ring Spinning,96.07,6.04,1877.45,34.14,10479,122.92,75.59,83.25,408.4,1,2023-03-30 19:00:00
TM-2133,Ring Spinning,74.8,2.54,1801.47,35.65,6883,104.51,69.21,69.09,389.03,0,2023-03-30 20:00:00
TM-2134,Ring Spinning,68.13,2.72,1809.99,33.96,3333,104.11,59.74,67.7,404.65,0,2023-03-30 21:00:00
TM-2135,Rotor Spinning,86.53,5.45,1689.24,41.81,9224,130.15,80.61,83.53,426.26,1,2023-03-30 22:00:00
TM-2136,Ring Spinning,84.62,3.28,1805.77,37.96,4645,116.79,64.96,68.77,379.13,0,2023-03-30 23:00:00
TM-2137,Rotor Spinning,84.58,2.2,1808.87,40.11,2465,103.87,59.62,68.43,383.54,0,2023-03-31 00:00:00
TM-2138,Weaving Loom,66.15,3.0,1780.89,37.29,4007,99.75,64.32,68.34,374.23,0,2023-03-31 01:00:00
TM-2139,Weaving Loom,78.36,1.97,1792.42,37.5,2090,108.68,66.46,69.4,402.3,0,2023-03-31 02:00:00
TM-2140,Weaving Loom,75.3,3.19,1803.58,35.71,6536,102.75,60.91,67.79,379.1,0,2023-03-31 03:00:00
TM-2141,Air Jet Loom,80.19,3.03,1805.8,35.58,4374,113.8,65.02,66.01,374.22,0,2023-03-31 04:00:00
TM-2142,Rotor Spinning,76.17,2.8,1820.24,36.05,3113,104.04,60.52,73.66,405.56,0,2023-03-31 05:00:00
TM-2143,Air Jet Loom,98.54,3.8,1748.48,44.46,12021,121.05,82.34,77.85,379.61,1,2023-03-31 06:00:00
TM-2144,Rotor Spinning,74.23,2.35,1784.84,34.09,3954,110.12,69.54,71.51,369.86,0,2023-03-31 07:00:00
TM-2145,Air Jet Loom,77.96,3.3,1806.77,40.95,5662,108.49,65.22,74.35,391.49,0,2023-03-31 08:00:00
TM-2146,Spinning Frame,79.12,2.89,1805.7,39.44,5344,110.43,63.22,73.32,373.9,0,2023-03-31 09:00:00
TM-2147,Ring Spinning,76.98,2.99,1792.4,37.8,1352,102.97,57.39,69.53,385.35,0,2023-03-31 10:00:00
TM-2148,Weaving Loom,93.69,4.93,1815.52,46.85,9944,131.63,95.28,81.77,365.56,1,2023-03-31 11:00:00
TM-2149,Weaving Loom,101.57,2.65,1759.23,45.12,12831,139.72,96.17,85.62,467.46,1,2023-03-31 12:00:00
TM-2150,Rotor Spinning,100.73,5.0,1674.77,49.38,10914,119.37,88.88,90.97,477.22,1,2023-03-31 13:00:00
TM-2151,Ring Spinning,80.72,2.77,1787.71,40.83,2737,105.86,74.27,65.43,405.43,0,2023-03-31 14:00:00
TM-2152,Ring Spinning,92.39,3.8,1788.77,54.25,12048,120.82,93.07,92.32,416.76,1,2023-03-31 15:00:00
TM-2153,Ring Spinning,69.66,2.77,1806.38,35.69,3142,103.61,59.36,71.75,383.43,0,2023-03-31 16:00:00
TM-2154,Weaving Loom,68.53,2.32,1814.66,39.79,3148,101.62,64.34,72.79,359.65,0,2023-03-31 17:00:00
TM-2155,Air Jet Loom,86.74,2.8,1820.85,38.13,5390,99.79,64.35,72.32,410.0,0,2023-03-31 18:00:00
TM-2156,Weaving Loom,73.41,2.86,1799.68,37.78,5388,97.74,72.17,69.53,363.74,0,2023-03-31 19:00:00
TM-2157,Ring Spinning,72.29,2.86,1807.75,33.39,3461,107.15,58.07,73.77,359.14,0,2023-03-31 20:00:00
TM-2158,Spinning Frame,87.71,4.86,1758.85,51.24,12629,108.9,81.58,87.39,367.21,1,2023-03-31 21:00:00
TM-2159,Spinning Frame,71.64,2.43,1820.75,42.11,4429,99.34,66.67,70.66,357.92,0,2023-03-31 22:00:00
TM-2160,Air Jet Loom,85.76,3.2,1804.44,37.74,2996,108.77,61.3,70.87,372.44,0,2023-03-31 23:00:00
TM-2161,Air Jet Loom,77.77,1.84,1792.79,41.16,5372,101.61,57.28,68.76,380.42,0,2023-04-01 00:00:00
TM-2162,Air Jet Loom,85.98,2.51,1785.71,38.35,5445,105.93,52.95,71.28,414.04,0,2023-04-01 01:00:00
TM-2163,Weaving Loom,72.16,2.04,1827.11,40.38,1111,102.5,67.27,72.91,338.67,0,2023-04-01 02:00:00
TM-2164,Rotor Spinning,99.29,4.76,1759.26,42.7,13613,134.62,95.95,89.78,421.49,1,2023-04-01 03:00:00
TM-2165,Weaving Loom,72.02,2.23,1793.34,37.7,2841,116.07,64.54,74.2,375.54,0,2023-04-01 04:00:00
TM-2166,Air Jet Loom,71.05,1.63,1786.01,36.69,3429,104.42,67.17,75.17,383.0,0,2023-04-01 05:00:00
TM-2167,Ring Spinning,93.78,5.05,1656.63,52.01,9534,119.92,96.1,83.32,398.82,1,2023-04-01 06:00:00
TM-2168,Weaving Loom,108.62,4.35,1687.1,48.15,9397,139.45,87.98,78.92,376.9,1,2023-04-01 07:00:00
TM-2169,Weaving Loom,69.66,1.89,1839.97,34.78,6716,102.64,65.75,67.4,369.87,0,2023-04-01 08:00:00
TM-2170,Spinning Frame,77.74,2.91,1813.35,38.7,4470,98.04,69.18,66.01,402.76,0,2023-04-01 09:00:00
TM-2171,Air Jet Loom,95.25,3.31,1736.19,52.11,12657,125.23,93.93,80.77,460.91,1,2023-04-01 10:00:00
TM-2172,Weaving Loom,73.84,2.53,1787.17,43.91,4871,107.26,61.71,67.47,365.46,0,2023-04-01 11:00:00
TM-2173,Rotor Spinning,73.48,2.64,1812.29,38.04,6989,99.69,66.26,76.91,388.09,0,2023-04-01 12:00:00
TM-2174,Ring Spinning,81.96,1.63,1792.48,38.82,5418,99.37,62.3,72.35,371.51,0,2023-04-01 13:00:00
TM-2175,Air Jet Loom,96.32,5.98,1719.98,57.27,12994,123.54,85.06,86.01,427.39,1,2023-04-01 14:00:00
TM-2176,Rotor Spinning,77.57,3.15,1847.83,50.43,12439,113.97,79.26,86.39,500.0,1,2023-04-01 15:00:00
TM-2177,Weaving Loom,62.9,2.54,1807.25,36.85,1337,105.68,69.69,73.48,395.93,0,2023-04-01 16:00:00
TM-2178,Weaving Loom,82.58,2.83,1801.79,36.02,6621,101.52,64.74,68.59,379.64,0,2023-04-01 17:00:00
TM-2179,Ring Spinning,76.87,3.17,1792.02,36.13,4177,102.2,58.01,66.61,362.38,0,2023-04-01 18:00:00
TM-2180,Rotor Spinning,71.46,2.26,1788.12,40.19,5462,103.38,71.21,67.22,395.1,0,2023-04-01 19:00:00
TM-2181,Spinning Frame,70.2,2.26,1790.25,35.82,5351,106.81,70.04,71.76,389.85,0,2023-04-01 20:00:00
TM-2182,Spinning Frame,92.98,2.9,1852.93,41.29,10477,117.31,85.01,76.53,391.36,1,2023-04-01 21:00:00
TM-2183,Ring Spinning,80.11,3.01,1792.91,44.63,2740,101.59,65.84,65.18,372.88,0,2023-04-01 22:00:00
TM-2184,Air Jet Loom,70.02,2.6,1807.66,36.8,3595,100.16,65.85,68.86,373.62,0,2023-04-01 23:00:00
TM-2185,Rotor Spinning,74.07,3.05,1800.02,38.09,2380,97.53,66.53,71.69,382.64,0,2023-04-02 00:00:00
TM-2186,Air Jet Loom,73.06,1.85,1791.05,34.82,3602,98.65,60.2,69.17,368.08,0,2023-04-02 01:00:00
TM-2187,Air Jet Loom,69.25,3.25,1801.84,37.5,5017,103.19,62.96,69.04,370.1,0,2023-04-02 02:00:00
TM-2188,Air Jet Loom,72.45,3.13,1837.93,41.5,1086,97.76,55.84,70.28,414.52,0,2023-04-02 03:00:00
TM-2189,Air Jet Loom,101.73,4.95,1774.09,47.66,14709,128.81,95.92,87.72,360.64,1,2023-04-02 04:00:00
TM-2190,Rotor Spinning,79.7,2.2,1783.8,40.55,2562,114.3,65.95,70.18,376.07,0,2023-04-02 05:00:00
TM-2191,Spinning Frame,74.88,1.61,1799.37,37.72,5737,97.69,65.43,67.83,394.95,0,2023-04-02 06:00:00
TM-2192,Air Jet Loom,83.95,2.61,1827.83,38.08,5896,96.37,73.0,71.2,382.05,0,2023-04-02 07:00:00
TM-2193,Ring Spinning,78.25,1.8,1811.86,38.97,2678,103.93,69.05,70.83,378.29,0,2023-04-02 08:00:00
TM-2194,Ring Spinning,70.84,1.67,1773.07,39.79,3254,111.68,64.09,72.11,353.56,0,2023-04-02 09:00:00
TM-2195,Rotor Spinning,80.52,2.66,1813.27,36.3,6718,100.72,69.43,73.93,395.2,0,2023-04-02 10:00:00
TM-2196,Air Jet Loom,79.33,2.52,1774.22,36.37,4963,111.13,70.27,68.86,353.14,0,2023-04-02 11:00:00
TM-2197,Air Jet Loom,76.27,2.48,1824.16,38.25,2614,109.59,64.78,68.13,391.02,0,2023-04-02 12:00:00
TM-2198,Weaving Loom,74.56,3.27,1831.68,34.05,3985,99.35,62.64,70.61,380.2,0,2023-04-02 13:00:00
TM-2199,Air Jet Loom,77.41,2.36,1826.34,37.29,6948,107.41,57.41,67.2,398.26,0,2023-04-02 14:00:00
TM-2200,Weaving Loom,76.38,2.23,1784.54,36.91,1596,108.13,62.33,77.61,388.99,0,2023-04-02 15:00:00
TM-2201,Weaving Loom,65.32,2.55,1821.03,38.09,1443,103.98,62.48,71.9,361.03,0,2023-04-02 16:00:00
TM-2202,Spinning Frame,75.86,2.02,1783.67,37.48,3568,105.77,59.0,67.31,369.07,0,2023-04-02 17:00:00
TM-2203,Spinning Frame,58.57,1.97,1839.06,41.13,2578,102.76,69.49,71.04,382.1,0,2023-04-02 18:00:00
TM-2204,Spinning Frame,95.73,5.19,1816.63,50.96,13897,139.55,86.02,79.98,459.56,1,2023-04-02 19:00:00
TM-2205,Air Jet Loom,77.84,2.01,1796.81,36.47,3914,107.86,66.72,64.64,392.33,0,2023-04-02 20:00:00
TM-2206,Ring Spinning,94.56,4.12,1646.95,46.2,14411,134.96,81.12,86.58,387.29,1,2023-04-02 21:00:00
TM-2207,Spinning Frame,97.42,3.97,1706.9,45.65,13514,121.67,94.93,88.88,399.19,1,2023-04-02 22:00:00
TM-2208,Rotor Spinning,86.99,3.73,1663.3,43.3,14284,123.68,95.09,87.54,428.62,1,2023-04-02 23:00:00
TM-2209,Weaving Loom,106.03,4.05,1774.0,60.0,14401,113.45,97.33,87.95,448.93,1,2023-04-03 00:00:00
TM-2210,Ring Spinning,76.79,1.58,1835.96,43.14,5659,106.8,52.88,72.29,371.31,0,2023-04-03 01:00:00
TM-2211,Rotor Spinning,107.95,4.22,1823.33,56.16,9529,124.43,82.26,85.07,397.67,1,2023-04-03 02:00:00
TM-2212,Ring Spinning,109.38,3.19,1644.01,52.89,10233,111.96,81.42,87.84,363.47,1,2023-04-03 03:00:00
TM-2213,Weaving Loom,87.95,5.11,1709.92,52.32,13829,126.66,88.76,81.93,470.96,1,2023-04-03 04:00:00
TM-2214,Weaving Loom,75.17,2.39,1795.77,38.88,6168,106.77,66.69,66.77,376.24,0,2023-04-03 05:00:00
TM-2215,Rotor Spinning,95.66,2.75,1706.21,35.99,13886,144.09,66.71,84.15,340.61,1,2023-04-03 06:00:00
TM-2216,Air Jet Loom,73.17,1.43,1820.45,34.74,5512,111.8,67.01,68.46,388.04,0,2023-04-03 07:00:00
TM-2217,Ring Spinning,76.16,2.11,1779.7,38.11,3024,104.8,71.31,63.97,394.84,0,2023-04-03 08:00:00
TM-2218,Spinning Frame,79.56,1.66,1819.14,35.26,3236,97.17,66.57,67.99,358.91,0,2023-04-03 09:00:00
TM-2219,Rotor Spinning,81.02,2.95,1792.11,41.77,5220,101.33,57.02,71.57,397.43,0,2023-04-03 10:00:00
TM-2220,Spinning Frame,66.13,3.15,1791.06,42.66,5167,112.2,68.47,71.95,386.22,0,2023-04-03 11:00:00
TM-2221,Spinning Frame,71.93,2.42,1782.52,36.87,4691,105.02,70.23,69.26,376.88,0,2023-04-03 12:00:00
TM-2222,Spinning Frame,78.17,2.87,1783.59,37.1,3345,98.44,74.4,70.67,389.88,0,2023-04-03 13:00:00
TM-2223,Air Jet Loom,72.0,2.05,1824.32,39.28,6939,97.86,65.79,68.65,387.61,0,2023-04-03 14:00:00
TM-2224,Weaving Loom,65.9,2.54,1820.65,40.16,5061,88.52,70.78,69.78,369.38,0,2023-04-03 15:00:00
TM-2225,Ring Spinning,73.91,1.89,1809.5,36.28,3610,101.14,54.86,70.33,387.04,0,2023-04-03 16:00:00
TM-2226,Spinning Frame,72.2,2.39,1800.7,38.64,4614,102.45,63.74,70.34,367.32,0,2023-04-03 17:00:00
TM-2227,Air Jet Loom,81.09,2.95,1767.93,38.24,1887,107.26,67.09,66.72,393.96,0,2023-04-03 18:00:00
TM-2228,Spinning Frame,101.31,1.95,1803.35,45.84,10454,113.92,77.89,95.0,400.93,1,2023-04-03 19:00:00
TM-2229,Weaving Loom,94.89,3.93,1817.93,41.45,12145,137.47,86.56,87.41,423.04,1,2023-04-03 20:00:00
TM-2230,Air Jet Loom,85.21,4.51,1807.96,41.95,8284,126.63,92.24,93.82,417.39,1,2023-04-03 21:00:00
TM-2231,Ring Spinning,71.83,1.59,1834.06,40.79,5159,96.9,70.11,64.67,356.81,0,2023-04-03 22:00:00
TM-2232,Rotor Spinning,93.57,4.75,1783.78,47.6,13730,117.54,84.13,86.8,437.17,1,2023-04-03 23:00:00
TM-2233,Spinning Frame,77.29,1.77,1804.16,37.33,3808,109.97,61.18,66.29,374.75,0,2023-04-04 00:00:00
TM-2234,Rotor Spinning,84.32,1.84,1823.42,31.47,2196,112.3,61.74,71.38,358.91,0,2023-04-04 01:00:00
TM-2235,Ring Spinning,111.18,4.77,1716.98,46.21,12949,111.31,100.5,87.44,355.57,1,2023-04-04 02:00:00
TM-2236,Ring Spinning,87.64,3.7,1600.36,47.93,13581,130.74,92.75,83.5,408.38,1,2023-04-04 03:00:00
TM-2237,Air Jet Loom,89.24,2.7,1799.56,43.82,6562,105.34,52.5,71.72,365.42,0,2023-04-04 04:00:00
TM-2238,Ring Spinning,96.81,4.29,1862.08,50.61,11757,119.76,109.06,88.15,397.27,1,2023-04-04 05:00:00
TM-2239,Weaving Loom,87.6,2.48,1782.89,39.85,6571,106.79,65.17,69.09,397.59,0,2023-04-04 06:00:00
TM-2240,Rotor Spinning,106.64,3.79,1726.25,60.0,8764,125.07,74.15,83.46,467.42,1,2023-04-04 07:00:00
TM-2241,Air Jet Loom,69.48,3.73,1790.21,44.4,3423,105.87,65.94,72.76,380.77,0,2023-04-04 08:00:00
TM-2242,Ring Spinning,78.7,1.86,1787.45,39.8,4745,109.63,62.98,71.27,402.51,0,2023-04-04 09:00:00
TM-2243,Weaving Loom,67.83,3.18,1784.31,42.16,5363,105.75,72.14,74.17,378.68,0,2023-04-04 10:00:00
TM-2244,Rotor Spinning,76.33,2.11,1811.87,38.9,3783,105.84,74.35,71.55,382.06,0,2023-04-04 11:00:00
TM-2245,Weaving Loom,98.99,5.17,1840.35,45.57,14055,132.94,96.17,80.39,396.14,1,2023-04-04 12:00:00
TM-2246,Spinning Frame,82.88,2.59,1803.22,35.74,4220,105.21,64.58,75.71,417.32,0,2023-04-04 13:00:00
TM-2247,Ring Spinning,65.2,2.52,1808.3,37.75,5976,109.25,71.45,74.05,364.45,0,2023-04-04 14:00:00
TM-2248,Air Jet Loom,72.27,2.51,1753.96,40.54,1589,110.99,59.96,69.93,381.02,0,2023-04-04 15:00:00
TM-2249,Air Jet Loom,68.85,2.4,1779.4,35.99,5827,103.04,65.83,63.82,404.65,0,2023-04-04 16:00:00
TM-2250,Air Jet Loom,76.08,1.79,1807.93,36.85,5102,111.12,62.07,68.41,383.46,0,2023-04-04 17:00:00
TM-2251,Air Jet Loom,93.5,3.48,1822.07,44.32,9350,146.2,86.96,78.05,367.76,1,2023-04-04 18:00:00
TM-2252,Rotor Spinning,77.18,2.52,1791.34,38.66,5761,109.91,67.52,70.82,359.97,0,2023-04-04 19:00:00
TM-2253,Rotor Spinning,79.21,2.63,1773.1,42.85,4262,112.62,67.44,74.71,423.73,0,2023-04-04 20:00:00
TM-2254,Weaving Loom,84.33,5.17,1500.0,40.99,14724,113.34,105.03,90.01,410.98,1,2023-04-04 21:00:00
TM-2255,Air Jet Loom,66.74,2.73,1842.26,35.22,1942,106.88,70.5,71.38,374.95,0,2023-04-04 22:00:00
TM-2256,Spinning Frame,77.37,2.44,1772.16,36.64,5891,106.54,57.59,70.66,393.72,0,2023-04-04 23:00:00
TM-2257,Spinning Frame,80.11,3.17,1823.24,42.1,3044,104.78,61.97,64.33,364.84,0,2023-04-05 00:00:00
TM-2258,Spinning Frame,73.95,2.91,1818.91,38.46,6013,93.54,60.63,69.29,391.5,0,2023-04-05 01:00:00
TM-2259,Weaving Loom,72.45,1.55,1814.94,37.36,4595,95.66,70.21,72.26,408.55,0,2023-04-05 02:00:00
TM-2260,Spinning Frame,92.13,4.04,1870.69,50.13,13050,149.81,88.38,85.45,475.18,1,2023-04-05 03:00:00
TM-2261,Ring Spinning,81.2,2.03,1802.96,37.07,3783,109.26,64.71,65.85,371.53,0,2023-04-05 04:00:00
TM-2262,Weaving Loom,87.06,3.04,1817.34,38.77,3543,109.74,71.58,63.76,361.92,0,2023-04-05 05:00:00
TM-2263,Rotor Spinning,74.46,2.18,1766.9,38.6,1576,102.4,71.83,74.21,404.97,0,2023-04-05 06:00:00
TM-2264,Air Jet Loom,76.33,2.71,1834.28,40.55,2512,108.24,66.87,71.32,387.85,0,2023-04-05 07:00:00
TM-2265,Ring Spinning,75.85,2.33,1790.87,35.76,2606,108.66,71.51,75.23,367.68,0,2023-04-05 08:00:00
TM-2266,Weaving Loom,107.41,5.25,1774.31,50.55,14907,131.88,94.57,82.94,402.93,1,2023-04-05 09:00:00
TM-2267,Air Jet Loom,80.39,2.82,1790.61,31.99,4932,102.46,60.01,72.15,372.49,0,2023-04-05 10:00:00
TM-2268,Ring Spinning,74.98,3.28,1811.31,37.43,5269,107.28,62.77,72.0,363.77,0,2023-04-05 11:00:00
TM-2269,Weaving Loom,61.63,2.23,1775.08,38.22,3136,98.48,71.29,68.61,373.19,0,2023-04-05 12:00:00
TM-2270,Air Jet Loom,65.9,2.78,1832.21,40.44,2457,109.27,60.21,68.4,398.35,0,2023-04-05 13:00:00
TM-2271,Weaving Loom,79.85,3.02,1810.21,38.74,6244,108.3,65.87,73.8,400.04,0,2023-04-05 14:00:00
TM-2272,Spinning Frame,77.16,2.21,1822.59,39.42,5126,101.15,65.18,70.61,365.27,0,2023-04-05 15:00:00
TM-2273,Rotor Spinning,100.03,5.05,1788.96,48.56,10727,131.69,82.47,79.07,451.8,1,2023-04-05 16:00:00
TM-2274,Spinning Frame,93.11,3.88,1759.41,39.83,11235,133.42,90.57,82.51,378.72,1,2023-04-05 17:00:00
TM-2275,Rotor Spinning,76.78,2.75,1822.03,36.6,4520,110.27,77.22,68.7,374.71,0,2023-04-05 18:00:00
TM-2276,Air Jet Loom,94.94,3.82,1669.49,38.28,13577,119.17,72.98,80.63,447.51,1,2023-04-05 19:00:00
TM-2277,Ring Spinning,86.38,2.91,1772.14,38.64,5993,107.2,65.15,69.81,371.44,0,2023-04-05 20:00:00
TM-2278,Weaving Loom,90.16,4.63,1775.33,50.21,10999,138.22,78.78,86.26,432.67,1,2023-04-05 21:00:00
TM-2279,Ring Spinning,102.8,3.9,1656.21,47.13,10251,107.95,85.26,83.07,382.13,1,2023-04-05 22:00:00
TM-2280,Spinning Frame,80.91,2.61,1814.71,41.57,1741,100.79,63.41,74.98,374.15,0,2023-04-05 23:00:00
TM-2281,Spinning Frame,70.71,2.52,1793.52,36.1,5818,107.7,63.52,68.6,366.02,0,2023-04-06 00:00:00
TM-2282,Rotor Spinning,73.65,1.77,1792.99,39.58,2471,96.1,66.16,71.29,386.55,0,2023-04-06 01:00:00
TM-2283,Rotor Spinning,64.8,2.82,1803.65,38.51,2811,101.26,64.35,73.72,357.54,0,2023-04-06 02:00:00
TM-2284,Rotor Spinning,80.51,2.25,1759.17,38.34,5131,106.88,61.44,71.82,377.62,0,2023-04-06 03:00:00
TM-2285,Weaving Loom,69.01,2.62,1801.83,35.75,1654,105.76,65.77,73.03,387.49,0,2023-04-06 04:00:00
TM-2286,Ring Spinning,73.72,2.77,1813.14,41.57,4278,114.02,63.92,70.12,391.86,0,2023-04-06 05:00:00
TM-2287,Spinning Frame,67.04,1.62,1792.28,38.07,1979,97.37,58.62,69.85,370.57,0,2023-04-06 06:00:00
TM-2288,Ring Spinning,76.48,2.79,1767.97,39.96,2715,101.13,73.61,71.02,353.03,0,2023-04-06 07:00:00
TM-2289,Weaving Loom,72.07,2.81,1780.13,37.18,3628,102.57,68.55,73.39,372.27,0,2023-04-06 08:00:00
TM-2290,Air Jet Loom,74.61,1.98,1823.3,42.17,3380,111.47,65.18,71.82,372.51,0,2023-04-06 09:00:00
TM-2291,Weaving Loom,71.58,2.02,1820.46,41.45,2026,109.36,63.21,69.12,390.11,0,2023-04-06 10:00:00
TM-2292,Weaving Loom,94.18,3.83,1742.64,46.71,12495,113.95,69.95,88.77,461.92,1,2023-04-06 11:00:00
TM-2293,Ring Spinning,77.66,1.45,1790.36,38.93,6349,100.78,57.99,68.09,413.44,0,2023-04-06 12:00:00
TM-2294,Air Jet Loom,75.32,1.88,1790.33,30.68,5897,113.57,65.11,72.37,371.69,0,2023-04-06 13:00:00
TM-2295,Weaving Loom,97.08,5.37,1729.09,47.37,10019,135.31,86.93,82.54,418.51,1,2023-04-06 14:00:00
TM-2296,Air Jet Loom,78.59,2.0,1787.34,40.83,6660,104.87,72.43,69.32,379.51,0,2023-04-06 15:00:00
TM-2297,Spinning Frame,76.09,3.42,1777.79,41.81,5438,108.23,62.92,73.58,386.22,0,2023-04-06 16:00:00
